Date,High,low,Close,No.of Trades,Turn over
04-01-18,78.00,78.00,78.00,9,"546,780.00"
05-01-18,78.80,78.00,78.80,18,"7,985,959.00"
08-01-18,78.50,77.70,78.10,10,"402,533.10"
09-01-18,78.50,78.00,78.50,13,"872,609.50"
10-01-18,78.00,78.00,78.50,3,"4,056.00"
11-01-18,79.00,78.00,79.00,9,"4,139,152.50"
12-01-18,79.50,78.10,78.80,7,"115,490.00"
16-01-18,78.00,77.00,77.10,27,"309,476.00"
17-01-18,78.00,77.00,78.00,8,"330,149.00"
18-01-18,79.00,78.00,78.60,13,"282,484.50"
19-01-18,79.90,79.00,79.90,10,"68,620.10"
22-01-18,79.90,78.90,78.90,25,"1,096,174.20"
23-01-18,79.00,78.90,79.00,19,"1,455,783.00"
24-01-18,79.50,78.50,79.00,9,"403,958.50"
25-01-18,79.00,78.60,78.90,8,"160,558.80"
26-01-18,79.50,79.00,79.00,15,"2,089,698.00"
29-01-18,78.50,78.50,79.00,1,"1,962.50"
30-01-18,79.90,78.10,79.80,7,"68,131.90"
01-02-18,79.40,79.40,79.40,3,"46,052.00"
02-02-18,79.50,78.50,79.50,13,"1,014,029.00"
06-02-18,79.90,79.00,79.00,15,"309,596.50"
07-02-18,79.00,79.00,79.00,4,"144,965.00"
08-02-18,79.00,78.30,78.50,6,"67,689.10"
09-02-18,79.80,78.50,79.60,6,"454,554.00"
12-02-18,78.50,78.50,78.50,8,"50,632.50"
14-02-18,78.50,78.50,78.50,1,"27,082.50"
15-02-18,78.40,78.00,78.00,9,"188,186.20"
16-02-18,78.00,78.00,78.00,3,"39,000.00"
19-02-18,78.00,77.80,78.00,3,"1,557.50"
20-02-18,79.90,79.00,79.90,6,"515,335.00"
21-02-18,80.00,79.50,80.00,4,"191,700.00"
22-02-18,79.00,79.00,79.00,3,"410,800.00"
23-02-18,79.00,78.80,79.00,3,"172,376.00"
26-02-18,79.00,78.90,79.00,17,"1,483,986,719.50"
27-02-18,79.00,78.60,79.00,20,"4,942,889.00"
28-02-18,79.90,78.50,78.90,32,"593,147.40"
02-03-18,80.00,78.60,79.00,14,"3,059,198.50"
05-03-18,80.00,79.00,79.10,15,"1,242,696.40"
06-03-18,81.50,79.10,79.20,8,"258,500.90"
07-03-18,80.00,78.50,78.90,13,"572,150.20"
08-03-18,80.00,78.90,80.00,23,"184,610,623.90"
09-03-18,80.50,80.30,80.40,10,"175,016.70"
12-03-18,80.50,79.00,79.60,14,"315,113.80"
13-03-18,80.50,80.00,80.00,6,"644,166.00"
14-03-18,80.00,79.20,79.20,7,"420,829.30"
15-03-18,79.20,79.10,79.20,4,"97,010.00"
16-03-18,80.50,79.20,79.50,7,"410,553.00"
19-03-18,80.00,79.50,79.60,16,"1,057,719.50"
20-03-18,80.00,79.50,80.00,35,"4,458,534.00"
21-03-18,80.50,79.50,80.10,18,"441,738.60"
22-03-18,80.50,80.10,80.10,11,"573,781.90"
23-03-18,80.10,80.10,80.10,16,"333,216.00"
26-03-18,80.70,80.00,80.10,15,"528,721.70"
27-03-18,83.00,80.10,80.10,26,"677,085.30"
28-03-18,80.10,80.00,80.10,25,"1,541,896.10"
29-03-18,81.20,80.10,80.70,26,"3,742,120.40"
02-04-18,81.50,80.10,81.50,9,"61,309.80"
03-04-18,80.10,80.00,80.10,6,"481,221.10"
04-04-18,80.50,80.00,80.50,20,"1,163,375.50"
05-04-18,81.20,80.60,81.20,7,"210,595.40"
06-04-18,80.50,80.10,80.20,8,"407,763.80"
09-04-18,80.60,80.20,80.20,8,"1,679,503.20"
10-04-18,81.50,80.10,80.10,11,"391,137.50"
11-04-18,80.10,80.10,80.10,3,"57,591.90"
12-04-18,80.90,80.90,80.10,1,80.90
16-04-18,80.00,80.00,80.00,3,"241,840.00"
17-04-18,80.30,80.00,80.10,10,"514,585.00"
18-04-18,82.00,80.10,82.00,23,"753,294.60"
19-04-18,82.50,80.50,82.30,10,"139,175.70"
20-04-18,81.00,80.70,81.00,3,"85,446.00"
23-04-18,81.00,80.50,81.00,3,"1,080,085.00"
24-04-18,82.50,81.00,81.10,5,"80,185.90"
25-04-18,83.40,82.50,82.70,17,"1,406,391.00"
26-04-18,85.00,82.50,83.00,13,"397,436.00"
27-04-18,85.20,82.90,85.20,51,"10,393,951.70"
01-05-18,86.00,84.10,85.30,18,"1,239,083.00"
02-05-18,86.00,85.50,85.50,13,"276,653.00"
03-05-18,86.90,85.50,85.50,23,"720,332.20"
04-05-18,86.50,85.50,86.40,16,"1,419,214.40"
08-05-18,88.50,85.50,88.00,62,"9,722,852.80"
09-05-18,88.50,87.00,87.00,7,"275,925.50"
10-05-18,86.00,85.50,85.50,12,"1,063,795.00"
11-05-18,86.80,85.50,86.10,34,"27,696,569.30"
14-05-18,86.90,86.50,86.60,16,"706,014.80"
15-05-18,86.60,86.30,86.40,15,"1,311,340.60"
16-05-18,88.00,86.70,87.40,26,"6,918,752.20"
17-05-18,87.50,87.00,87.50,25,"4,595,252.00"
18-05-18,89.00,87.10,89.00,39,"9,143,753.30"
21-05-18,91.00,88.00,90.30,81,"9,010,062.60"
22-05-18,91.50,90.00,90.10,48,"20,148,627.00"
23-05-18,91.00,90.00,90.30,37,"2,670,253.00"
24-05-18,91.00,90.30,91.00,43,"23,819,754.20"
25-05-18,91.30,90.50,90.50,16,"1,603,725.00"
28-05-18,91.50,90.30,91.50,55,"71,161,074.80"
30-05-18,91.00,90.50,91.00,8,"1,201,100.00"
31-05-18,91.00,90.10,90.50,45,"4,437,051.60"
01-06-18,91.50,91.00,91.00,14,"33,516,815.00"
04-06-18,93.00,91.00,92.80,42,"2,928,312.00"
05-06-18,92.90,91.00,91.90,17,"167,207.70"
06-06-18,92.90,91.50,91.80,13,"1,165,986.80"
07-06-18,92.50,91.00,91.10,30,"3,353,822.60"
08-06-18,91.50,90.10,90.20,9,"1,132,684.60"
11-06-18,91.20,90.30,90.30,8,"374,191.50"
12-06-18,91.00,90.10,90.20,23,"832,250.70"
13-06-18,91.00,90.50,90.50,8,"9,145,947.60"
14-06-18,91.00,90.00,91.00,33,"5,311,449.80"
18-06-18,91.00,90.00,90.00,10,"379,056.50"
19-06-18,90.50,86.50,87.00,14,"544,620.40"
20-06-18,90.00,88.00,89.00,11,"1,276,456.30"
21-06-18,89.00,89.00,89.00,5,"115,700.00"
22-06-18,89.70,88.00,89.40,23,"2,635,855.10"
25-06-18,90.90,89.80,90.00,64,"27,098,153.40"
26-06-18,88.50,88.50,88.50,4,"293,997.00"
28-06-18,90.30,88.20,90.00,21,"4,170,106.50"
29-06-18,90.50,90.00,90.00,27,"12,459,065.00"
02-07-18,89.90,88.20,88.20,3,"31,668.90"
03-07-18,90.10,89.90,90.00,60,"8,549,541.00"
04-07-18,90.00,90.00,90.00,2,"15,660.00"
05-07-18,90.30,89.80,90.00,32,"3,490,359.40"
06-07-18,90.00,89.50,90.00,6,"284,799.50"
09-07-18,90.00,90.00,90.00,20,"3,805,650.00"
10-07-18,90.00,90.00,90.00,6,"1,456,380.00"
11-07-18,90.00,90.00,90.00,4,"133,470.00"
12-07-18,90.40,90.00,90.00,3,"66,878.00"
13-07-18,90.50,90.00,90.10,9,"200,406.00"
16-07-18,90.50,90.00,90.00,8,"115,232.50"
17-07-18,90.10,90.00,90.10,3,"660,498.30"
18-07-18,92.00,90.00,90.90,20,"8,455,485.80"
19-07-18,92.00,91.20,92.00,24,"10,921,931.60"
20-07-18,91.00,90.10,91.00,4,"192,095.20"
24-07-18,91.90,90.10,91.90,2,"15,713.10"
25-07-18,91.50,90.00,90.10,7,"181,544.00"
26-07-18,90.00,90.00,90.00,3,"28,800.00"
30-07-18,90.50,90.00,90.50,18,"2,051,158.00"
31-07-18,91.00,90.20,90.20,9,"100,484.40"
01-08-18,90.50,90.50,90.50,3,"271,500.00"
02-08-18,91.10,90.80,91.10,22,"37,383,476.00"
03-08-18,91.50,91.00,91.50,6,"631,893.50"
06-08-18,91.00,90.60,91.00,2,"464,060.00"
07-08-18,91.80,91.00,91.00,21,"3,141,775.00"
08-08-18,91.70,90.00,90.30,11,"107,723.00"
09-08-18,91.40,90.00,91.00,12,"540,548.10"
10-08-18,91.00,90.50,90.60,7,"323,950.00"
13-08-18,90.10,90.00,90.10,6,"142,412.50"
14-08-18,91.00,90.10,90.10,13,"600,178.90"
15-08-18,90.50,90.20,90.50,6,"322,215.10"
16-08-18,91.30,90.30,90.30,11,"1,650,417.50"
17-08-18,90.30,90.20,90.20,10,"1,240,074.20"
20-08-18,90.50,90.20,90.40,15,"1,651,867.70"
21-08-18,90.80,90.20,90.30,22,"2,600,928.80"
23-08-18,90.80,90.30,90.30,10,"426,753.30"
24-08-18,90.30,90.30,90.30,7,"1,510,267.50"
27-08-18,90.50,90.30,90.30,8,"772,384.40"
28-08-18,92.00,90.30,90.40,7,"604,040.60"
29-08-18,91.00,90.30,91.00,8,"2,094,557.50"
30-08-18,90.90,90.30,90.30,5,"29,630.40"
31-08-18,91.00,90.40,90.40,5,"238,788.00"
03-09-18,90.40,90.40,90.40,10,"1,508,052.80"
04-09-18,90.90,90.50,90.50,11,"1,141,567.40"
05-09-18,90.90,90.90,90.90,2,"318,150.00"
06-09-18,91.90,90.40,90.60,9,"298,558.10"
07-09-18,91.00,90.60,91.00,7,"1,527,426.60"
10-09-18,91.60,91.50,91.60,3,"92,513.00"
11-09-18,91.40,91.00,91.00,18,"3,641,824.00"
12-09-18,91.10,91.00,91.00,4,"1,994,647.00"
13-09-18,91.00,90.60,90.60,11,"139,817.00"
14-09-18,91.30,91.00,91.00,11,"3,347,799.30"
17-09-18,91.40,90.50,90.70,10,"1,022,587.40"
18-09-18,91.00,90.00,91.00,41,"15,720,611.00"
19-09-18,90.00,89.80,90.00,8,"30,957.20"
20-09-18,89.80,89.00,89.40,3,"17,520.80"
21-09-18,89.00,88.00,88.10,13,"70,171.60"
25-09-18,87.00,87.00,87.00,3,"17,835.00"
26-09-18,88.00,86.00,86.00,3,"13,332.00"
27-09-18,90.00,86.00,89.80,19,"4,681,998.80"
28-09-18,89.80,88.00,88.90,3,"1,699,015.60"
01-10-18,86.50,86.50,86.50,6,"150,856.00"
02-10-18,86.50,86.10,86.50,4,"453,915.60"
03-10-18,88.00,86.00,87.90,13,"7,306,019.40"
04-10-18,89.50,87.00,87.00,14,"7,325,314.00"
05-10-18,90.00,89.00,90.00,37,"2,360,104.40"
08-10-18,90.50,90.50,90.00,1,90.50
09-10-18,90.50,88.00,90.00,4,"1,058.50"
10-10-18,88.00,86.10,90.00,2,"1,741.00"
11-10-18,88.00,86.10,86.10,11,"156,145.60"
12-10-18,87.00,86.00,86.10,14,"48,572.50"
15-10-18,86.90,86.00,86.00,7,"443,003.70"
16-10-18,87.50,86.00,86.50,26,"4,767,368.20"
17-10-18,86.10,86.00,86.00,5,"424,927.20"
18-10-18,88.00,86.00,86.00,16,"1,365,457.00"
19-10-18,88.00,86.00,87.60,12,"866,010.00"
22-10-18,87.00,86.00,86.00,4,"447,220.00"
23-10-18,87.00,87.00,87.00,1,"35,670.00"
25-10-18,85.10,85.00,85.10,11,"161,211.50"
26-10-18,87.00,85.00,86.80,16,"1,219,409.50"
29-10-18,90.00,88.30,89.00,9,"139,245.20"
30-10-18,90.00,85.10,86.00,14,"306,841.40"
31-10-18,88.20,88.20,86.00,1,"6,526.80"
01-11-18,90.00,88.00,89.90,10,"825,916.80"
02-11-18,91.00,90.00,90.10,8,"97,720.00"
05-11-18,90.00,89.90,90.00,34,"14,984,537.60"
07-11-18,90.00,89.00,90.00,53,"4,832,447.50"
08-11-18,88.10,88.00,88.00,3,"169,224.30"
09-11-18,90.00,88.00,90.00,14,"1,241,683.80"
12-11-18,90.00,85.10,90.00,3,"4,359.50"
13-11-18,90.00,90.00,90.00,3,"1,800.00"
14-11-18,90.00,89.90,90.00,21,"721,348.00"
15-11-18,89.50,89.50,90.00,1,268.50
16-11-18,90.00,89.50,90.00,2,716.50
19-11-18,90.00,89.00,90.00,15,"1,322,276.00"
21-11-18,90.00,90.00,90.00,1,900.00
23-11-18,90.90,87.00,87.00,11,"2,004,916.00"
26-11-18,90.90,90.00,90.20,5,"11,812.50"
27-11-18,90.00,89.00,89.00,12,"594,187.00"
28-11-18,90.00,90.00,89.00,1,"1,080.00"
29-11-18,90.00,88.00,89.60,12,"631,082.00"
30-11-18,90.50,89.00,90.00,8,"2,879,806.00"
03-12-18,90.00,88.00,90.00,8,"143,890.50"
04-12-18,90.00,88.50,90.00,13,"330,958.30"
05-12-18,90.90,90.00,90.00,7,"73,990.80"
06-12-18,90.00,90.00,90.00,6,"129,150.00"
07-12-18,90.10,90.00,90.00,4,"73,981.00"
10-12-18,90.60,90.00,90.00,8,"258,756.60"
11-12-18,90.50,90.00,90.00,12,"588,930.00"
12-12-18,90.50,90.00,90.00,13,"769,640.00"
13-12-18,90.10,90.00,90.00,12,"523,982.00"
14-12-18,90.50,90.00,90.00,5,"689,850.50"
17-12-18,90.50,90.00,90.00,4,"464,405.00"
18-12-18,90.50,90.00,90.00,16,"2,029,960.00"
19-12-18,90.10,90.00,90.00,9,"497,880.20"
20-12-18,91.00,88.00,88.10,3,"20,167.00"
21-12-18,90.00,90.00,88.10,2,540.00
24-12-18,90.00,90.00,90.00,6,"12,420.00"
26-12-18,90.00,90.00,90.00,3,"8,910.00"
27-12-18,90.50,90.00,90.00,25,"6,401,093.50"
28-12-18,90.00,88.00,90.00,12,"2,709,718.00"
31-12-18,90.30,88.00,89.20,25,"2,375,611.50"
02-01-19,90.00,88.10,88.20,3,"14,115.00"
03-01-19,88.00,85.60,88.20,3,"4,916.00"
04-01-19,90.00,89.80,90.00,14,"2,147,650.00"
07-01-19,90.00,88.10,88.10,4,"26,249.50"
08-01-19,87.00,86.20,86.30,11,"56,244.40"
11-01-19,89.50,86.30,86.30,4,"2,630.90"
14-01-19,89.50,87.00,88.20,3,"16,312.50"
16-01-19,87.20,87.00,87.00,3,"1,251,808.20"
17-01-19,89.50,89.50,87.00,1,179.00
18-01-19,92.00,89.50,90.00,8,"24,566.00"
21-01-19,92.50,90.00,90.00,23,"325,337.00"
22-01-19,92.50,88.00,89.60,19,"2,307,153.00"
23-01-19,88.00,88.00,88.00,1,"88,000.00"
24-01-19,91.00,88.10,88.00,5,"3,362.10"
25-01-19,88.50,88.00,88.00,3,"17,605.90"
28-01-19,88.40,88.00,88.00,2,"1,856.00"
29-01-19,88.70,88.70,88.70,2,"44,350.00"
30-01-19,88.10,88.00,88.00,2,"35,200.10"
31-01-19,88.00,88.00,88.00,1,528.00
01-02-19,90.00,90.00,88.00,1,450.00
05-02-19,90.00,90.00,90.00,14,"539,010.00"
06-02-19,88.80,88.00,88.20,4,"123,804.80"
07-02-19,90.00,88.00,90.00,5,"2,695,420.00"
11-02-19,90.60,90.50,90.50,8,"207,435.20"
12-02-19,90.00,90.00,90.00,3,"36,000.00"
13-02-19,90.00,90.00,90.00,3,"56,970.00"
14-02-19,90.80,90.50,90.70,3,"226,799.00"
15-02-19,90.00,90.00,90.00,3,"29,160.00"
18-02-19,90.40,90.40,90.40,1,"9,040.00"
20-02-19,90.10,90.00,90.00,3,"378,190.00"
21-02-19,90.10,90.10,90.10,8,"174,703.90"
22-02-19,90.50,90.10,90.10,5,"72,640.60"
25-02-19,91.00,90.00,90.00,10,"343,590.70"
26-02-19,94.00,90.00,94.00,32,"11,802,632.60"
27-02-19,92.00,90.00,92.00,20,"3,838,087.40"
28-02-19,91.00,90.00,91.00,2,"32,569.00"
01-03-19,90.30,90.00,90.00,4,"63,181.10"
05-03-19,89.90,88.10,89.00,5,"262,194.00"
06-03-19,90.20,89.00,89.00,3,"752,695.60"
08-03-19,89.90,87.20,89.90,7,"894,630.80"
11-03-19,90.00,89.00,89.70,10,"4,144,883.50"
13-03-19,90.00,89.50,90.00,19,"33,566,385.00"
14-03-19,90.00,88.50,90.00,22,"275,522,425.00"
15-03-19,90.90,87.10,90.00,22,"42,077,424.20"
18-03-19,90.00,89.00,90.00,8,"699,820.00"
19-03-19,90.50,87.10,90.00,8,"5,363.70"
21-03-19,94.50,88.10,90.00,16,"25,651,819.30"
22-03-19,90.00,87.10,90.00,18,"7,113,318.40"
25-03-19,90.00,87.30,90.00,17,"18,833,223.30"
26-03-19,90.00,90.00,90.00,21,"57,952,350.00"
27-03-19,90.00,88.00,90.00,19,"11,539,035.00"
28-03-19,90.00,90.00,90.00,24,"11,551,590.00"
29-03-19,90.00,88.00,89.90,14,"3,278,168.00"
01-04-19,89.00,87.00,87.00,7,"384,224.30"
02-04-19,89.80,87.00,89.80,3,"14,809.00"
03-04-19,90.00,88.00,90.00,18,"29,341,984.10"
04-04-19,90.50,90.00,90.50,10,"416,846.00"
05-04-19,94.80,90.10,90.50,12,"313,855.10"
08-04-19,90.10,90.10,90.50,1,180.20
09-04-19,90.10,90.00,90.00,10,"1,354,069.40"
10-04-19,90.20,90.00,90.00,4,"89,649.70"
11-04-19,90.10,90.00,90.10,5,"49,820.10"
12-04-19,88.00,88.00,88.00,1,"46,200.00"
16-04-19,90.50,88.00,88.20,7,"235,865.50"
17-04-19,90.50,90.50,88.20,1,905.00
18-04-19,90.00,88.00,88.00,7,"9,092,411.00"
23-04-19,88.10,87.00,87.00,9,"81,200.70"
24-04-19,89.00,86.00,89.00,3,"14,834.00"
25-04-19,88.60,86.00,86.00,17,"156,654.00"
26-04-19,86.00,86.00,86.00,3,"28,810.00"
29-04-19,87.00,87.00,86.00,1,"2,001.00"
30-04-19,89.00,87.00,88.80,5,"41,460.00"
02-05-19,89.00,88.00,88.90,13,"22,529.00"
03-05-19,88.80,88.80,88.90,1,"2,752.80"
07-05-19,87.10,85.00,85.00,5,"152,839.80"
10-05-19,85.00,84.00,84.00,6,"87,799.20"
13-05-19,85.00,83.90,84.00,7,"932,401.50"
14-05-19,84.00,81.50,81.50,13,"4,885,259.80"
15-05-19,84.00,80.00,80.00,17,"573,542.40"
16-05-19,81.00,80.00,81.00,19,"1,054,290.00"
22-05-19,83.00,83.00,81.00,1,830.00
23-05-19,82.00,80.00,80.40,18,"106,943.70"
24-05-19,83.40,82.00,83.40,4,"66,876.20"
28-05-19,82.00,80.20,80.70,4,"11,544.20"
29-05-19,82.00,82.00,82.00,5,"218,202.00"
30-05-19,82.30,81.00,81.20,6,"42,525.30"
31-05-19,81.00,79.60,80.00,28,"524,390.40"
03-06-19,80.00,78.50,78.80,8,"33,816.20"
04-06-19,80.00,80.00,80.00,6,"8,480.00"
06-06-19,80.00,80.00,80.00,1,640.00
07-06-19,80.00,80.00,80.00,1,400.00
10-06-19,80.00,80.00,80.00,2,160.00
12-06-19,82.00,82.00,82.00,3,"162,442.00"
13-06-19,82.00,81.00,82.00,5,"2,690,418.50"
14-06-19,80.60,80.60,82.00,1,80.60
18-06-19,83.10,80.00,80.30,13,"851,537.30"
19-06-19,83.40,80.00,80.30,5,"3,248.80"
24-06-19,82.50,82.50,80.30,2,"1,237.50"
25-06-19,80.60,80.30,80.60,8,"1,566,531.60"
26-06-19,80.50,80.30,80.60,3,"4,498.00"
27-06-19,81.90,80.60,81.90,9,"4,044,086.80"
28-06-19,80.30,79.50,80.00,14,"293,054.20"
01-07-19,80.50,79.80,80.00,4,"1,604.00"
02-07-19,82.00,82.00,80.00,2,492.00
03-07-19,83.80,81.90,83.50,7,"238,536.80"
05-07-19,83.10,83.00,83.50,5,"6,889.60"
08-07-19,83.50,80.00,81.00,11,"60,653.50"
09-07-19,82.50,81.00,82.10,6,"56,276.50"
10-07-19,83.00,81.00,82.10,5,"1,150.00"
11-07-19,82.80,80.00,80.70,9,"205,346.50"
12-07-19,82.80,81.90,81.90,10,"30,270.00"
15-07-19,82.00,81.50,81.70,14,"205,231.60"
17-07-19,82.00,81.80,81.80,10,"367,885.00"
18-07-19,82.00,81.00,82.00,24,"827,924.90"
19-07-19,85.00,82.00,84.90,24,"1,736,725.00"
22-07-19,86.00,83.00,83.50,6,"75,165.90"
23-07-19,83.50,83.10,83.10,5,"424,709.40"
24-07-19,86.00,84.00,84.70,17,"942,561.00"
25-07-19,89.00,86.90,88.90,7,"93,873.50"
26-07-19,87.00,85.00,86.00,18,"2,120,165.40"
29-07-19,90.00,88.00,88.20,28,"3,251,330.20"
30-07-19,92.00,86.00,87.90,20,"355,687.60"
31-07-19,88.00,86.50,86.50,15,"314,259.00"
01-08-19,86.20,84.50,84.50,17,"1,104,865.60"
05-08-19,84.40,82.30,82.50,7,"449,618.90"
06-08-19,87.00,80.00,80.10,11,"734,481.50"
07-08-19,84.00,84.00,84.00,1,"16,800.00"
08-08-19,81.20,81.20,84.00,2,243.60
09-08-19,85.90,85.00,85.20,13,"581,730.50"
13-08-19,85.90,84.00,85.20,5,"6,469.90"
15-08-19,84.00,83.00,83.70,7,"119,204.70"
16-08-19,84.00,83.00,83.00,13,"201,387.00"
19-08-19,84.00,81.10,81.50,14,"104,221.20"
20-08-19,84.00,81.00,81.50,16,"284,786.50"
21-08-19,84.00,83.90,81.50,2,"4,283.90"
22-08-19,81.50,81.50,81.50,9,"69,438.00"
23-08-19,83.90,81.00,81.20,16,"80,965.50"
26-08-19,83.90,83.00,83.60,4,"34,771.00"
27-08-19,83.80,81.00,81.40,14,"29,644.50"
28-08-19,82.00,81.00,81.10,10,"166,663.50"
29-08-19,84.00,81.10,83.90,15,"42,650.90"
30-08-19,83.90,82.10,82.10,10,"173,593.60"
02-09-19,83.90,81.00,82.50,9,"5,417,536.20"
03-09-19,83.70,81.00,81.10,8,"97,772.70"
04-09-19,82.00,80.00,80.00,24,"846,355.10"
05-09-19,83.80,83.80,83.80,1,"8,380.00"
06-09-19,81.00,80.00,83.80,5,"6,835.50"
09-09-19,83.50,80.50,82.50,4,"58,755.00"
10-09-19,82.50,80.00,80.80,4,"32,323.50"
11-09-19,82.50,80.30,82.30,11,"66,792.50"
12-09-19,82.00,79.00,79.20,9,"44,427.00"
16-09-19,81.00,81.00,79.20,2,891.00
17-09-19,80.00,80.00,80.00,10,"2,814,800.00"
19-09-19,80.20,80.00,80.00,6,"39,364.00"
20-09-19,80.00,79.40,79.50,5,"15,590.40"
23-09-19,80.00,78.00,78.00,21,"824,598.60"
24-09-19,78.30,78.00,78.00,9,"122,624.30"
25-09-19,79.00,76.00,77.30,23,"986,993.10"
26-09-19,78.00,77.80,78.00,25,"87,443,180.00"
27-09-19,78.00,77.90,78.00,10,"288,891.60"
30-09-19,78.00,77.10,77.40,9,"29,621.90"
01-10-19,78.00,77.00,77.70,21,"751,961.60"
02-10-19,78.00,77.40,77.50,10,"199,219.30"
03-10-19,77.50,77.40,77.50,6,"12,709.00"
04-10-19,78.00,76.80,77.30,18,"197,243.90"
07-10-19,84.00,77.00,79.60,15,"109,464.70"
08-10-19,80.00,79.00,79.90,12,"40,864.00"
09-10-19,80.00,79.00,80.00,10,"146,387.60"
10-10-19,80.10,79.90,79.90,11,"1,545,498.20"
11-10-19,80.00,79.00,79.90,9,"92,728.10"
14-10-19,82.00,77.50,82.00,20,"304,483.50"
15-10-19,80.10,80.10,82.00,1,80.10
16-10-19,80.00,79.20,79.20,10,"25,789.00"
17-10-19,80.00,79.50,79.50,12,"180,032.00"
18-10-19,80.00,79.50,79.50,28,"3,902,056.50"
21-10-19,80.00,79.60,80.00,9,"277,320.50"
22-10-19,79.90,79.00,79.50,5,"62,630.00"
23-10-19,79.50,79.50,79.50,2,"22,021.50"
24-10-19,80.00,79.50,80.00,6,"105,893.50"
25-10-19,81.90,80.00,80.00,15,"4,179,180.60"
28-10-19,80.00,80.00,80.00,10,"35,383,040.00"
29-10-19,80.00,80.00,80.00,6,"92,880.00"
30-10-19,81.00,78.30,81.00,5,"55,784.70"
31-10-19,81.60,80.00,81.00,8,"122,713.10"
01-11-19,82.00,81.50,82.00,11,"425,285.90"
04-11-19,84.00,81.00,82.00,21,"8,292,964.30"
05-11-19,82.00,81.50,82.00,6,"28,863,990.00"
06-11-19,82.00,80.00,80.00,12,"528,760.00"
07-11-19,81.00,79.20,80.00,6,"6,317.40"
08-11-19,82.70,78.10,79.00,30,"744,701.00"
13-11-19,82.60,79.00,80.00,6,"39,641,668.60"
14-11-19,83.00,80.00,80.00,10,"185,600.50"
15-11-19,82.00,80.00,80.00,2,242.00
18-11-19,83.00,79.00,80.00,21,"44,260,487.50"
19-11-19,82.50,82.00,82.00,24,"486,520.10"
20-11-19,82.80,80.00,80.30,22,"1,531,119.70"
21-11-19,81.00,80.10,80.90,10,"535,793.40"
22-11-19,81.00,80.00,81.00,8,"103,896.30"
25-11-19,80.90,79.50,80.00,12,"8,193,543.50"
26-11-19,85.00,80.00,80.00,33,"3,451,745.90"
27-11-19,82.70,80.00,80.90,15,"47,208.60"
28-11-19,83.90,81.00,81.00,15,"232,914.10"
29-11-19,82.50,80.00,82.30,30,"8,560,845.90"
02-12-19,82.00,80.00,82.00,8,"639,507.00"
03-12-19,82.90,82.00,82.40,8,"968,907.00"
04-12-19,82.00,82.00,82.00,4,"21,730.00"
05-12-19,82.50,81.90,82.00,8,"567,142.50"
06-12-19,82.00,81.90,82.00,4,"57,626.00"
09-12-19,82.00,80.60,81.50,12,"858,287.60"
10-12-19,81.00,80.50,80.50,4,"70,618.50"
12-12-19,82.00,80.50,80.50,7,"62,897.50"
13-12-19,81.10,81.00,81.00,13,"4,887,641.00"
16-12-19,81.00,80.60,81.00,9,"991,575.20"
17-12-19,81.10,80.50,81.00,5,888.30
18-12-19,81.00,80.00,81.00,9,"92,476.00"
19-12-19,81.50,80.00,81.00,4,"6,634.60"
20-12-19,82.00,80.50,80.50,5,"60,701.50"
23-12-19,81.50,80.00,80.00,6,"92,407.50"
24-12-19,81.00,80.90,81.00,3,"128,326.50"
26-12-19,81.00,80.00,80.00,12,"1,092,108.10"
27-12-19,80.00,79.10,80.00,6,"110,277.90"
30-12-19,79.50,79.50,79.50,5,"117,342.00"
31-12-19,81.00,79.50,80.00,10,"420,872.60"
12-03-19,80.00,80.00,80.00,3,"14,115.00"
25-03-19,95.00,80.00,80.30,3,"4,916.00"
27-03-19,94.80,94.80,80.30,14,"2,147,650.00"
29-04-19,80.10,80.00,80.00,4,"26,249.50"
02-05-19,93.90,93.90,80.00,11,"56,244.40"
15-05-19,80.10,80.10,80.10,4,"2,630.90"
30-05-19,78.10,78.10,80.10,3,"16,312.50"
10-06-19,91.90,70.20,81.10,3,"1,251,808.20"
18-07-19,80.00,80.00,81.10,1,179.00
22-07-19,80.10,80.00,80.00,8,"24,566.00"
07-08-19,80.00,80.00,80.00,23,"325,337.00"
03-09-19,80.00,80.00,80.00,19,"2,307,153.00"
19-09-19,88.70,88.70,80.00,1,"88,000.00"
20-09-19,80.00,80.00,80.00,5,"3,362.10"
11-10-19,88.90,88.90,80.00,3,"17,605.90"
22-10-19,80.00,80.00,80.00,2,"1,856.00"
29-11-19,,,80.00,2,"44,350.00"
30-12-19,93.00,93.00,80.00,2,"35,200.10"
02-01-19,30.00,26.80,29.00,1,528.00
03-01-19,29.50,28.80,29.50,1,450.00
07-01-19,28.00,27.00,28.00,14,"539,010.00"
08-01-19,28.00,26.10,26.40,4,"123,804.80"
10-01-19,26.20,26.10,26.10,5,"2,695,420.00"
11-01-19,26.10,25.00,25.40,8,"207,435.20"
14-01-19,25.50,25.50,25.50,3,"36,000.00"
18-01-19,27.40,25.80,27.30,3,"56,970.00"
21-01-19,27.00,25.90,27.00,3,"226,799.00"
23-01-19,26.00,25.10,26.00,3,"29,160.00"
24-01-19,27.50,27.00,27.20,1,"9,040.00"
28-01-19,25.60,25.60,25.60,3,"378,190.00"
30-01-19,27.20,26.00,27.20,8,"174,703.90"
31-01-19,27.20,26.30,27.20,5,"72,640.60"
